Previous HEAD position was 7b608ab995 Ensure AnnotationUtilsTests pass in Eclipse again
HEAD is now at d303c8a20f Store PathPattern instead of String in attributes
[ BUILD CHECKER ] CHECK BUILD FOR STEP 2
[ BUILD CHECKER ] bb5c8ed commit already checked: SUCCESS
[ BUILD CHECKER ] c01f350 commit already checked: SUCCESS
[ BUILD CHECKER ] 928c541 commit already checked: FAIL
[ BUILD CHECKER ] bef22ec commit already checked: SUCCESS
[ BUILD CHECKER ] 29ff8a8 commit already checked: SUCCESS
[ BUILD CHECKER ] af6a556 commit already checked: SUCCESS
[ BUILD CHECKER ] 635d214 commit already checked: SUCCESS
[ BUILD CHECKER ] ccce61e commit already checked: SUCCESS
[ BUILD CHECKER ] 9630445 commit already checked: SUCCESS
[ BUILD CHECKER ] 1c90d48 commit already checked: SUCCESS
[ BUILD CHECKER ] d16a710 commit already checked: SUCCESS
[ BUILD CHECKER ] 4d24503 commit already checked: SUCCESS
[ BUILD CHECKER ] 1489457 commit already checked: SUCCESS
[ BUILD CHECKER ] 9064ef5 commit already checked: SUCCESS
[ BUILD CHECKER ] 983bce1 commit already checked: SUCCESS
[ BUILD CHECKER ] 80e7819 commit already checked: SUCCESS
[ BUILD CHECKER ] cb4fa37 commit already checked: SUCCESS
[ BUILD CHECKER ] 9d5aced commit already checked: SUCCESS
[ BUILD CHECKER ] ff7ccf0 commit already checked: SUCCESS
[ BUILD CHECKER ] 9975646 commit already checked: SUCCESS
[ BUILD CHECKER ] 38e5c01 commit already checked: SUCCESS
[ BUILD CHECKER ] 3ff5731 commit already checked: SUCCESS
[ BUILD CHECKER ] 1320fed commit already checked: SUCCESS
[ BUILD CHECKER ] e63bffc commit already checked: SUCCESS
[ BUILD CHECKER ] 77205ca commit already checked: SUCCESS
[ BUILD CHECKER ] 31095f1 commit already checked: SUCCESS
[ BUILD CHECKER ] 49bc746 commit already checked: SUCCESS
[ BUILD CHECKER ] 1b8421c commit already checked: SUCCESS
[ BUILD CHECKER ] 00353a0 commit already checked: SUCCESS
[ BUILD CHECKER ] 9fed4d0 commit already checked: SUCCESS
[ BUILD CHECKER ] fc03707 commit already checked: SUCCESS
[ BUILD CHECKER ] 7aa9334 commit already checked: SUCCESS
[ BUILD CHECKER ] a8f4c59 commit already checked: SUCCESS
[ BUILD CHECKER ] 058f027 commit already checked: SUCCESS
[ BUILD CHECKER ] 2ec41c8 commit already checked: SUCCESS
[ BUILD CHECKER ] ad29f97 commit already checked: SUCCESS
[ BUILD CHECKER ] 9063e66 commit already checked: SUCCESS
[ BUILD CHECKER ] d6dfde3 commit already checked: SUCCESS
[ BUILD CHECKER ] 333e327 commit already checked: SUCCESS
[ BUILD CHECKER ] 255015f commit already checked: SUCCESS
[ BUILD CHECKER ] 6ff8cd8 commit already checked: SUCCESS
[ BUILD CHECKER ] 18c9e3e commit already checked: SUCCESS
[ BUILD CHECKER ] a76b8de commit already checked: SUCCESS
[ BUILD CHECKER ] 7ca6b9f commit already checked: SUCCESS
[ BUILD CHECKER ] 51ba322 commit already checked: SUCCESS
[ BUILD CHECKER ] 9e2912e commit already checked: SUCCESS
[ BUILD CHECKER ] 6d22632 commit already checked: SUCCESS
[ BUILD CHECKER ] 45ecfc6 commit already checked: SUCCESS
[ BUILD CHECKER ] 59e87f9 commit already checked: SUCCESS
[ BUILD CHECKER ] 917bb53 commit already checked: SUCCESS
[ BUILD CHECKER ] f7263ab commit already checked: SUCCESS
[ BUILD CHECKER ] 2a6da6a commit already checked: SUCCESS
[ BUILD CHECKER ] 92b3f2a commit already checked: SUCCESS
[ BUILD CHECKER ] 80e52de commit already checked: SUCCESS
[ BUILD CHECKER ] 7562761 commit already checked: SUCCESS
[ BUILD CHECKER ] 3f5a7bb commit already checked: SUCCESS
[ BUILD CHECKER ] 093a863 commit already checked: SUCCESS
[ BUILD CHECKER ] 90c29b3 commit already checked: SUCCESS
[ BUILD CHECKER ] f783967 commit already checked: SUCCESS
[ BUILD CHECKER ] 47d6e91 commit already checked: SUCCESS
[ BUILD CHECKER ] b6b880c commit already checked: SUCCESS
[ BUILD CHECKER ] 7481d73 commit already checked: SUCCESS
[ BUILD CHECKER ] 288a9ec commit already checked: SUCCESS
[ BUILD CHECKER ] a278e87 commit already checked: SUCCESS
[ BUILD CHECKER ] 082c524 commit already checked: SUCCESS
[ BUILD CHECKER ] d3c0855 commit already checked: SUCCESS
[ BUILD CHECKER ] 50c9542 commit already checked: SUCCESS
[ BUILD CHECKER ] a6f9c4c commit already checked: SUCCESS
[ BUILD CHECKER ] af58263 commit already checked: SUCCESS
[ BUILD CHECKER ] 8a48353 commit already checked: SUCCESS
[ BUILD CHECKER ] 1756f83 commit already checked: SUCCESS
[ BUILD CHECKER ] d94e922 commit already checked: SUCCESS
[ BUILD CHECKER ] 65ca7f4 commit already checked: SUCCESS
[ BUILD CHECKER ] 0204b08 commit already checked: SUCCESS
[ BUILD CHECKER ] 5b25aaa commit already checked: SUCCESS
[ BUILD CHECKER ] 6431b25 commit already checked: SUCCESS
[ BUILD CHECKER ] 745aeda commit already checked: SUCCESS
[ BUILD CHECKER ] c634b2f commit already checked: SUCCESS
[ BUILD CHECKER ] 00a3afc commit already checked: SUCCESS
[ BUILD CHECKER ] b29a278 commit already checked: SUCCESS
[ BUILD CHECKER ] 95ff22c commit already checked: SUCCESS
[ BUILD CHECKER ] 395e3d0 commit already checked: SUCCESS
[ BUILD CHECKER ] d0ada56 commit already checked: SUCCESS
[ BUILD CHECKER ] 0948edb commit already checked: SUCCESS
[ BUILD CHECKER ] c8869d9 commit already checked: SUCCESS
[ BUILD CHECKER ] 69e8bcd commit already checked: SUCCESS
[ BUILD CHECKER ] c385a1d commit already checked: SUCCESS
[ BUILD CHECKER ] 88ab911 commit already checked: SUCCESS
[ BUILD CHECKER ] 51f7a3e commit already checked: SUCCESS
[ BUILD CHECKER ] 3466330 commit already checked: SUCCESS
[ BUILD CHECKER ] cc87fbc commit already checked: SUCCESS
[ BUILD CHECKER ] c4aea62 commit already checked: SUCCESS
[ BUILD CHECKER ] a680880 commit already checked: SUCCESS
[ BUILD CHECKER ] 8e83f14 commit already checked: SUCCESS
[ BUILD CHECKER ] db8e9ea commit already checked: SUCCESS
[ BUILD CHECKER ] 41d4cb5 commit already checked: SUCCESS
[ BUILD CHECKER ] 12240c7 commit already checked: SUCCESS
[ BUILD CHECKER ] e62298e commit already checked: SUCCESS
[ BUILD CHECKER ] 66c66ba commit already checked: SUCCESS
[ BUILD CHECKER ] cf96416 commit already checked: SUCCESS
[ BUILD CHECKER ] 97cea7f commit already checked: SUCCESS
[ BUILD CHECKER ] 77887ef commit already checked: SUCCESS
[ BUILD CHECKER ] cbc0fad commit already checked: SUCCESS
[ BUILD CHECKER ] 65c8fa4 commit already checked: SUCCESS
[ BUILD CHECKER ] 0685651 commit already checked: SUCCESS
[ BUILD CHECKER ] cde677a commit already checked: SUCCESS
[ BUILD CHECKER ] 184340f commit already checked: SUCCESS
[ BUILD CHECKER ] 9cb8b4b commit already checked: SUCCESS
[ BUILD CHECKER ] b6d32ef commit already checked: SUCCESS
[ BUILD CHECKER ] b83bc39 commit already checked: SUCCESS
[ BUILD CHECKER ] 45936f0 commit already checked: SUCCESS
[ BUILD CHECKER ] 43a814b commit already checked: SUCCESS
[ BUILD CHECKER ] bffa4b8 commit already checked: SUCCESS
[ BUILD CHECKER ] dcac30c commit already checked: SUCCESS
[ BUILD CHECKER ] f35f7db commit already checked: SUCCESS
[ BUILD CHECKER ] 09af706 commit already checked: SUCCESS
[ BUILD CHECKER ] 1a0522b commit already checked: SUCCESS
[ BUILD CHECKER ] 1da4d50 commit already checked: SUCCESS
[ BUILD CHECKER ] e473550 commit already checked: SUCCESS
[ BUILD CHECKER ] 2820831 commit already checked: SUCCESS
[ BUILD CHECKER ] c06b952 commit already checked: SUCCESS
[ BUILD CHECKER ] e49896d commit already checked: SUCCESS
[ BUILD CHECKER ] 6c487f7 commit already checked: SUCCESS
[ BUILD CHECKER ] aa848d5 commit already checked: SUCCESS
[ BUILD CHECKER ] 3abebb3 commit already checked: SUCCESS
[ BUILD CHECKER ] 87fac79 commit already checked: SUCCESS
[ BUILD CHECKER ] 90a4740 commit already checked: SUCCESS
[ BUILD CHECKER ] c803ad7 commit already checked: SUCCESS
[ BUILD CHECKER ] 84ec382 commit already checked: SUCCESS
[ BUILD CHECKER ] 8d45e3e commit already checked: SUCCESS
[ BUILD CHECKER ] c8627c0 commit already checked: SUCCESS
[ BUILD CHECKER ] f30d19b commit already checked: FAIL
[ BUILD CHECKER ] 2163fa9 commit already checked: FAIL
[ BUILD CHECKER ] f55a605 commit already checked: FAIL
[ BUILD CHECKER ] c450f8d commit already checked: FAIL
[ BUILD CHECKER ] fd352b8 commit already checked: FAIL
[ BUILD CHECKER ] 8658a35 commit already checked: FAIL
[ BUILD CHECKER ] d537a1c commit already checked: SUCCESS
[ BUILD CHECKER ] 3302798 commit already checked: SUCCESS
[ BUILD CHECKER ] d570f82 commit already checked: SUCCESS
[ BUILD CHECKER ] f87a37f commit already checked: SUCCESS
[ BUILD CHECKER ] 48c660f commit already checked: SUCCESS
[ BUILD CHECKER ] f8a0e3d commit already checked: SUCCESS
[ BUILD CHECKER ] 259b2ca commit already checked: SUCCESS
[ BUILD CHECKER ] 196c0ad commit already checked: SUCCESS
[ BUILD CHECKER ] 3067682 commit already checked: SUCCESS
[ BUILD CHECKER ] 7041e5e commit already checked: SUCCESS
[ BUILD CHECKER ] 1bdbc7b commit already checked: SUCCESS
[ BUILD CHECKER ] bff2d2c commit already checked: SUCCESS
[ BUILD CHECKER ] ab086f4 commit already checked: SUCCESS
[ BUILD CHECKER ] 3268952 commit already checked: SUCCESS
[ BUILD CHECKER ] 2c1dca5 commit already checked: SUCCESS
[ BUILD CHECKER ] 454cd93 commit already checked: SUCCESS
[ BUILD CHECKER ] dcdf9c0 commit already checked: SUCCESS
[ BUILD CHECKER ] c258507 commit already checked: SUCCESS
[ BUILD CHECKER ] 95a56cd commit already checked: SUCCESS
[ BUILD CHECKER ] 51cee65 commit already checked: SUCCESS
[ BUILD CHECKER ] 8c6f350 commit already checked: SUCCESS
[ BUILD CHECKER ] 78cad0f commit already checked: SUCCESS
[ BUILD CHECKER ] a689daa commit already checked: SUCCESS
[ BUILD CHECKER ] fb3c188 commit already checked: SUCCESS
[ BUILD CHECKER ] 280da61 commit already checked: SUCCESS
[ BUILD CHECKER ] 1dac0df commit already checked: SUCCESS
[ BUILD CHECKER ] 7dba79c commit already checked: SUCCESS
[ BUILD CHECKER ] 4883b8a commit already checked: SUCCESS
[ BUILD CHECKER ] 08ba53d commit already checked: SUCCESS
[ BUILD CHECKER ] 52c9191 commit already checked: SUCCESS
[ BUILD CHECKER ] 4b86d42 commit already checked: SUCCESS
[ BUILD CHECKER ] 03f1920 commit already checked: SUCCESS
[ BUILD CHECKER ] 7056808 commit already checked: SUCCESS
[ BUILD CHECKER ] 9614817 commit already checked: SUCCESS
[ BUILD CHECKER ] f6ee250 commit already checked: SUCCESS
[ BUILD CHECKER ] 2bb15f7 commit already checked: SUCCESS
[ BUILD CHECKER ] 482115f commit already checked: SUCCESS
[ BUILD CHECKER ] 35c847a commit already checked: SUCCESS
[ BUILD CHECKER ] 253ffd7 commit already checked: SUCCESS
[ BUILD CHECKER ] 62cb8ba commit already checked: SUCCESS
[ BUILD CHECKER ] 7fdd137 commit already checked: SUCCESS
[ BUILD CHECKER ] 4db5d28 commit already checked: SUCCESS
[ BUILD CHECKER ] f13f041 commit already checked: SUCCESS
[ BUILD CHECKER ] 6ef0938 commit already checked: SUCCESS
[ BUILD CHECKER ] c55a907 commit already checked: SUCCESS
[ BUILD CHECKER ] 709b185 commit already checked: SUCCESS
[ BUILD CHECKER ] 89e2caa commit already checked: SUCCESS
[ BUILD CHECKER ] 8848e6a commit already checked: SUCCESS
[ BUILD CHECKER ] a8fbac8 commit already checked: SUCCESS
[ BUILD CHECKER ] 1d59e52 commit already checked: SUCCESS
[ BUILD CHECKER ] a6a6cf7 commit already checked: SUCCESS
[ BUILD CHECKER ] 2ac23ba commit already checked: SUCCESS
[ BUILD CHECKER ] ad88c02 commit already checked: SUCCESS
[ BUILD CHECKER ] 4989843 commit already checked: SUCCESS
[ BUILD CHECKER ] 0dd9e8c commit already checked: SUCCESS
[ BUILD CHECKER ] 6bcb454 commit already checked: SUCCESS
[ BUILD CHECKER ] 84300b7 commit already checked: SUCCESS
[ BUILD CHECKER ] 1eb06fc commit already checked: SUCCESS
[ BUILD CHECKER ] 50b6f9d commit already checked: SUCCESS
[ BUILD CHECKER ] 31c7807 commit already checked: SUCCESS
[ BUILD CHECKER ] 04d2d1d commit already checked: SUCCESS
[ BUILD CHECKER ] dc55da0 commit already checked: SUCCESS
[ BUILD CHECKER ] 5d7fb1a commit already checked: SUCCESS
[ BUILD CHECKER ] 2ec8fa9 commit already checked: SUCCESS
[ BUILD CHECKER ] 446a604 commit already checked: SUCCESS
[ BUILD CHECKER ] cd403f4 commit already checked: SUCCESS
[ BUILD CHECKER ] 23fc6f6 commit already checked: SUCCESS
[ BUILD CHECKER ] 432cdd7 commit already checked: SUCCESS
[ BUILD CHECKER ] d3be1cc commit already checked: SUCCESS
[ BUILD CHECKER ] 69e4f21 commit already checked: SUCCESS
[ BUILD CHECKER ] 109a2b4 commit already checked: SUCCESS
[ BUILD CHECKER ] 50dc8c2 commit already checked: SUCCESS
[ BUILD CHECKER ] d20d95b commit already checked: SUCCESS
[ BUILD CHECKER ] 4d7b265 commit already checked: SUCCESS
[ BUILD CHECKER ] f2506ca commit already checked: SUCCESS
[ BUILD CHECKER ] 1b54d21 commit already checked: SUCCESS
[ BUILD CHECKER ] a87b319 commit already checked: SUCCESS
[ BUILD CHECKER ] 7e91733 commit already checked: SUCCESS
[ BUILD CHECKER ] 04141de commit already checked: SUCCESS
[ BUILD CHECKER ] 6027cf2 commit already checked: SUCCESS
[ BUILD CHECKER ] c0c9e08 commit already checked: SUCCESS
[ BUILD CHECKER ] de38af6 commit already checked: SUCCESS
[ BUILD CHECKER ] 3e4d305 commit already checked: SUCCESS
[ BUILD CHECKER ] 7a0c03e commit already checked: SUCCESS
[ BUILD CHECKER ] 2f732a8 commit already checked: SUCCESS
[ BUILD CHECKER ] 1bc08c6 commit already checked: SUCCESS
[ BUILD CHECKER ] bdac391 commit already checked: SUCCESS
[ BUILD CHECKER ] 24ed6de commit already checked: SUCCESS
[ BUILD CHECKER ] ac54492 commit already checked: SUCCESS
[ BUILD CHECKER ] 04a7f08 commit already checked: SUCCESS
[ BUILD CHECKER ] 999c780 commit already checked: SUCCESS
[ BUILD CHECKER ] 347852e commit already checked: SUCCESS
[ BUILD CHECKER ] 777bd0d commit already checked: SUCCESS
[ BUILD CHECKER ] aebbd94 commit already checked: SUCCESS
[ BUILD CHECKER ] 8126ffb commit already checked: SUCCESS
[ BUILD CHECKER ] 13c090b commit already checked: SUCCESS
[ BUILD CHECKER ] 1dcb623 commit already checked: SUCCESS
[ BUILD CHECKER ] 99f0129 commit already checked: SUCCESS
[ BUILD CHECKER ] 430065c commit already checked: SUCCESS
[ BUILD CHECKER ] 5322fa0 commit already checked: SUCCESS
[ BUILD CHECKER ] 20d0221 commit already checked: SUCCESS
[ BUILD CHECKER ] df51ff0 commit already checked: SUCCESS
[ BUILD CHECKER ] cfb1ed1 commit already checked: SUCCESS
[ BUILD CHECKER ] c4a7567 commit already checked: SUCCESS
[ BUILD CHECKER ] 8d08935 commit already checked: SUCCESS
[ BUILD CHECKER ] 30b8d47 commit already checked: SUCCESS
[ BUILD CHECKER ] 71d4dbe commit already checked: SUCCESS
[ BUILD CHECKER ] 8bf8092 commit already checked: SUCCESS
[ BUILD CHECKER ] fc16b2d commit already checked: SUCCESS
[ BUILD CHECKER ] 2b2a5a4 commit already checked: SUCCESS
[ BUILD CHECKER ] f931a3f commit already checked: SUCCESS
[ BUILD CHECKER ] aef39e8 commit already checked: SUCCESS
[ BUILD CHECKER ] aebb2d5 commit already checked: SUCCESS
[ BUILD CHECKER ] def6fbb commit already checked: SUCCESS
[ BUILD CHECKER ] c437a0d commit already checked: SUCCESS
[ BUILD CHECKER ] 309ffc6 commit already checked: SUCCESS
[ BUILD CHECKER ] 61c52d6 commit already checked: SUCCESS
[ BUILD CHECKER ] 282a4ad commit already checked: SUCCESS
[ BUILD CHECKER ] 8a1588a commit already checked: SUCCESS
[ BUILD CHECKER ] 85ad2a5 commit already checked: SUCCESS
[ BUILD CHECKER ] 4d86779 commit already checked: SUCCESS
[ BUILD CHECKER ] 20f2e23 commit already checked: SUCCESS
[ BUILD CHECKER ] 8ea9133 commit already checked: SUCCESS
[ BUILD CHECKER ] b3ca2d5 commit already checked: SUCCESS
[ BUILD CHECKER ] 3a5def0 commit already checked: SUCCESS
[ BUILD CHECKER ] eddbf13 commit already checked: SUCCESS
[ BUILD CHECKER ] 6b6384a commit already checked: SUCCESS
[ BUILD CHECKER ] 8e571de commit already checked: SUCCESS
[ BUILD CHECKER ] 8f513f8 commit already checked: SUCCESS
[ BUILD CHECKER ] 57ded51 commit already checked: SUCCESS
[ BUILD CHECKER ] 915afa7 commit already checked: SUCCESS
[ BUILD CHECKER ] 58e9706 commit already checked: SUCCESS
[ BUILD CHECKER ] 65f29a3 commit already checked: SUCCESS
[ BUILD CHECKER ] 7cf9826 commit already checked: SUCCESS
[ BUILD CHECKER ] 247ec57 commit already checked: SUCCESS
[ BUILD CHECKER ] 3f7d4b1 commit already checked: SUCCESS
[ BUILD CHECKER ] 4521a79 commit already checked: SUCCESS
[ BUILD CHECKER ] fa72186 commit already checked: SUCCESS
[ BUILD CHECKER ] b8b6367 commit already checked: SUCCESS
[ BUILD CHECKER ] 7077af1 commit already checked: SUCCESS
[ BUILD CHECKER ] 1c62829 commit already checked: SUCCESS
[ BUILD CHECKER ] a06e63f commit already checked: SUCCESS
[ BUILD CHECKER ] eacf1d3 commit already checked: SUCCESS
[ BUILD CHECKER ] a0dfdfc commit already checked: SUCCESS
[ BUILD CHECKER ] c90ab5f commit already checked: SUCCESS
[ BUILD CHECKER ] 52f6dcf commit already checked: SUCCESS
[ BUILD CHECKER ] 7b608ab commit already checked: SUCCESS
[ BUILD CHECKER ] be211ce commit gona be re-checked
Previous HEAD position was d303c8a20f Store PathPattern instead of String in attributes
HEAD is now at be211ceead Fix typos detected by github.com/client9/misspell
[ BUILD CHECKER ] be211ce commit build success
[ BUILD CHECKER ] be211ce commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 896eb56 commit gona be re-checked
Previous HEAD position was be211ceead Fix typos detected by github.com/client9/misspell
HEAD is now at 896eb5687a Check scheme in (WebUtils|CorsUtils)#isSameOrigin
[ BUILD CHECKER ] 896eb56 commit build success
[ BUILD CHECKER ] 896eb56 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7e9b710 commit gona be re-checked
Previous HEAD position was 896eb5687a Check scheme in (WebUtils|CorsUtils)#isSameOrigin
HEAD is now at 7e9b7102b7 Support custom CorsConfigurationSource in AbstractHandlerMapping
[ BUILD CHECKER ] 7e9b710 commit build success
[ BUILD CHECKER ] 7e9b710 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b325c74 commit gona be re-checked
Previous HEAD position was 7e9b7102b7 Support custom CorsConfigurationSource in AbstractHandlerMapping
HEAD is now at b325c74216 Pruning of outdated JDK 6/7 references (plus related polishing)
[ BUILD CHECKER ] b325c74 commit build success
[ BUILD CHECKER ] b325c74 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2b051b8 commit gona be re-checked
Previous HEAD position was b325c74216 Pruning of outdated JDK 6/7 references (plus related polishing)
HEAD is now at 2b051b8b32 Deprecate support classes for Sun's JDK HTTP server
[ BUILD CHECKER ] 2b051b8 commit build success
[ BUILD CHECKER ] 2b051b8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 34ddb88 commit gona be re-checked
Previous HEAD position was 2b051b8b32 Deprecate support classes for Sun's JDK HTTP server
HEAD is now at 34ddb88851 ConcurrentModel.addAttribute(String, Object) ignores null value
[ BUILD CHECKER ] 34ddb88 commit build success
[ BUILD CHECKER ] 34ddb88 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a4c750e commit gona be re-checked
Previous HEAD position was 34ddb88851 ConcurrentModel.addAttribute(String, Object) ignores null value
HEAD is now at a4c750e94c Upgrade to OpenPDF 1.2 and Apache HttpAsyncClient 4.1.4
[ BUILD CHECKER ] a4c750e commit build success
[ BUILD CHECKER ] a4c750e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2d05f2e commit gona be re-checked
Previous HEAD position was a4c750e94c Upgrade to OpenPDF 1.2 and Apache HttpAsyncClient 4.1.4
HEAD is now at 2d05f2ed47 SerializableTypeWrapper detects Graal through system property as well
[ BUILD CHECKER ] 2d05f2e commit build success
[ BUILD CHECKER ] 2d05f2e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4a18488 commit gona be re-checked
Previous HEAD position was 2d05f2ed47 SerializableTypeWrapper detects Graal through system property as well
HEAD is now at 4a18488f30 Update deprecated basic auth client filters.
[ BUILD CHECKER ] 4a18488 commit build success
[ BUILD CHECKER ] 4a18488 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6b82a6c commit gona be re-checked
Previous HEAD position was 4a18488f30 Update deprecated basic auth client filters.
HEAD is now at 6b82a6c38c Polishing
[ BUILD CHECKER ] 6b82a6c commit build success
[ BUILD CHECKER ] 6b82a6c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2938a95 commit gona be re-checked
Previous HEAD position was 6b82a6c38c Polishing
HEAD is now at 2938a95435 Pre-size LinkedHashSet for annotation parsers
[ BUILD CHECKER ] 2938a95 commit build success
[ BUILD CHECKER ] 2938a95 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d72d376 commit gona be re-checked
Previous HEAD position was 2938a95435 Pre-size LinkedHashSet for annotation parsers
HEAD is now at d72d376f03 Avoid unnecessary annotation introspection on framework methods
[ BUILD CHECKER ] d72d376 commit build success
[ BUILD CHECKER ] d72d376 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f155d21 commit gona be re-checked
Previous HEAD position was d72d376f03 Avoid unnecessary annotation introspection on framework methods
HEAD is now at f155d21c95 DisposableBean javadoc refers to singletons as well as scoped beans
[ BUILD CHECKER ] f155d21 commit build success
[ BUILD CHECKER ] f155d21 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 28565e2 commit gona be re-checked
Previous HEAD position was f155d21c95 DisposableBean javadoc refers to singletons as well as scoped beans
HEAD is now at 28565e25fa Javadoc references for resetBeanDefinition
[ BUILD CHECKER ] 28565e2 commit build success
[ BUILD CHECKER ] 28565e2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 943b394 commit gona be re-checked
Previous HEAD position was 28565e25fa Javadoc references for resetBeanDefinition
HEAD is now at 943b394992 Polishing
[ BUILD CHECKER ] 943b394 commit build success
[ BUILD CHECKER ] 943b394 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8a9d042 commit gona be re-checked
Previous HEAD position was 943b394992 Polishing
HEAD is now at 8a9d042320 Javadoc fix from ASM master (6.2.1)
[ BUILD CHECKER ] 8a9d042 commit build success
[ BUILD CHECKER ] 8a9d042 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e64c6df commit gona be re-checked
Previous HEAD position was 8a9d042320 Javadoc fix from ASM master (6.2.1)
HEAD is now at e64c6dfa3d MergedBeanDefinitionPostProcessors clear internal caches on bean reset
[ BUILD CHECKER ] e64c6df commit build success
[ BUILD CHECKER ] e64c6df commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 69c6a40 commit gona be re-checked
Previous HEAD position was e64c6dfa3d MergedBeanDefinitionPostProcessors clear internal caches on bean reset
HEAD is now at 69c6a40c50 Consistent nullability for array/collection input parameters
[ BUILD CHECKER ] 69c6a40 commit build success
[ BUILD CHECKER ] 69c6a40 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a9a38fe commit gona be re-checked
Previous HEAD position was 69c6a40c50 Consistent nullability for array/collection input parameters
